SUVLEX,VUI3Y2,98594451
FUJBQQ,C12TFF,411999114
PFUZ77,C12TFF,903570126
T8L226,VUI3Y2,151748531
PFUZ77,FUJBQQ,329361280
SUVLEX,US1UE9,889933816
FUJBQQ,FUJBQQ,513127019
FUJBQQ,VUI3Y2,906564115
YGCYGY,C12TFF,790102112
SY7G6T,YGCYGY,885057942
T8L226,SY7G6T,773760370
VUI3Y2,SY7G6T,608170766
FUJBQQ,T8L226,510139831
VUI3Y2,US1UE9,162310943
YGCYGY,T8L226,604436954
PFUZ77,PFUZ77,111199050
C12TFF,US1UE9,533074906
SY7G6T,PFUZ77,952295500
SY7G6T,VUI3Y2,905861387
FUJBQQ,VUI3Y2,681417218
T8L226,T8L226,873884663
T8L226,SUVLEX,114395449
C12TFF,VUI3Y2,398666268
T8L226,C12TFF,782708615
PFUZ77,T8L226,160802945
SUVLEX,T8L226,709965770
SY7G6T,YGCYGY,75581562
YGCYGY,VUI3Y2,476867653
VUI3Y2,US1UE9,945629555
SY7G6T,C12TFF,95368547
VUI3Y2,SUVLEX,389394929
SY7G6T,US1UE9,984032666
FUJBQQ,US1UE9,710437612
C12TFF,YGCYGY,459466875
YGCYGY,FUJBQQ,970914758
PFUZ77,T8L226,481864293
V2KEV2,T8L226,221410286
C12TFF,YGCYGY,294641525
SUVLEX,T8L226,99374354
PFUZ77,PFUZ77,53556076
SY7G6T,YGCYGY,858130441
SUVLEX,SUVLEX,467716821
FUJBQQ,C12TFF,63011523
YGCYGY,PFUZ77,141237637
C12TFF,C12TFF,489855993
C12TFF,C12TFF,286036521
V2KEV2,SY7G6T,735661237
PFUZ77,PFUZ77,865203334
T8L226,SY7G6T,983164356
T8L226,US1UE9,417601535
C12TFF,VUI3Y2,315594322
PFUZ77,SUVLEX,222100096
SY7G6T,YGCYGY,174072549
SY7G6T,T8L226,173268387
C12TFF,T8L226,58686608
V2KEV2,FUJBQQ,178401113
YGCYGY,YGCYGY,760098266
SUVLEX,US1UE9,128543701
VUI3Y2,C12TFF,60274512
PFUZ77,SUVLEX,917930045
SY7G6T,SY7G6T,37941591
T8L226,SY7G6T,942926239
PFUZ77,US1UE9,655092433
SY7G6T,V2KEV2,404449129
FUJBQQ,C12TFF,15219498
YGCYGY,YGCYGY,168781850
YGCYGY,PFUZ77,904398753
C12TFF,T8L226,846557164
SUVLEX,YGCYGY,976723696
V2KEV2,US1UE9,731759777
SUVLEX,SY7G6T,741307120
SUVLEX,SUVLEX,725329782
C12TFF,C12TFF,471705846
SUVLEX,C12TFF,707291979
SY7G6T,SUVLEX,587343790
FUJBQQ,SY7G6T,728237579
SY7G6T,FUJBQQ,781015792
PFUZ77,VUI3Y2,900396733
V2KEV2,VUI3Y2,806179270
PFUZ77,US1UE9,71089624
C12TFF,FUJBQQ,810126824
V2KEV2,V2KEV2,530202966
SY7G6T,V2KEV2,280276799
T8L226,SUVLEX,212737535
C12TFF,SUVLEX,471899480
YGCYGY,SUVLEX,578407395
US1UE9,C12TFF,954819367
FUJBQQ,T8L226,9705356
T8L226,PFUZ77,860741828
SY7G6T,US1UE9,11706800
SY7G6T,YGCYGY,433193185
US1UE9,SUVLEX,907530493
T8L226,C12TFF,234883526
PFUZ77,V2KEV2,135179927
PFUZ77,VUI3Y2,378706859
FUJBQQ,FUJBQQ,196506144
SY7G6T,C12TFF,348069626
YGCYGY,FUJBQQ,800253160
PFUZ77,SY7G6T,282741086
YGCYGY,T8L226,655450868
C12TFF,V2KEV2,909508291
T8L226,SUVLEX,698328764
VUI3Y2,C12TFF,601528160
V2KEV2,PFUZ77,446887163
SUVLEX,C12TFF,250527620
T8L226,VUI3Y2,784116337
FUJBQQ,VUI3Y2,924472232
VUI3Y2,FUJBQQ,706032452
SUVLEX,US1UE9,312501647
YGCYGY,SUVLEX,188165061
V2KEV2,SY7G6T,565811375
FUJBQQ,SY7G6T,280377679
SUVLEX,VUI3Y2,709754042
FUJBQQ,FUJBQQ,71048424
YGCYGY,VUI3Y2,499580283
SY7G6T,C12TFF,595825358
C12TFF,SY7G6T,173718674
V2KEV2,T8L226,754492468
VUI3Y2,YGCYGY,249660299
SUVLEX,VUI3Y2,907745794
FUJBQQ,VUI3Y2,941267744
SY7G6T,YGCYGY,394203539
VUI3Y2,SY7G6T,111747926
SY7G6T,SUVLEX,643201141
US1UE9,FUJBQQ,665225165
PFUZ77,US1UE9,818449174
C12TFF,T8L226,931847810
YGCYGY,US1UE9,733682678
C12TFF,T8L226,731214153
C12TFF,PFUZ77,318387436
PFUZ77,US1UE9,702269891
SUVLEX,SY7G6T,86962035
PFUZ77,V2KEV2,205993852
T8L226,T8L226,761939541
T8L226,YGCYGY,308654063
C12TFF,T8L226,448339535
PFUZ77,T8L226,519517833
V2KEV2,V2KEV2,808011932
VUI3Y2,T8L226,721727955
FUJBQQ,VUI3Y2,159057070
YGCYGY,C12TFF,616868157
SY7G6T,VUI3Y2,372871054
YGCYGY,SUVLEX,700139567
SUVLEX,SUVLEX,239825956
US1UE9,VUI3Y2,587587347
T8L226,V2KEV2,441482571
VUI3Y2,YGCYGY,29415963
V2KEV2,V2KEV2,779500743
V2KEV2,VUI3Y2,960758393
T8L226,YGCYGY,822043721
US1UE9,PFUZ77,351260430
FUJBQQ,SUVLEX,112477575
US1UE9,FUJBQQ,463880332
V2KEV2,SY7G6T,104990799
V2KEV2,FUJBQQ,30015001
C12TFF,C12TFF,582326911
V2KEV2,FUJBQQ,229786915
SUVLEX,VUI3Y2,908420029
PFUZ77,SY7G6T,837590381
YGCYGY,V2KEV2,634174106
C12TFF,PFUZ77,180535729
C12TFF,V2KEV2,483692494
US1UE9,VUI3Y2,466448426
V2KEV2,SUVLEX,193716265
US1UE9,YGCYGY,890512609
SY7G6T,PFUZ77,229470415
VUI3Y2,US1UE9,249944520
FUJBQQ,PFUZ77,846820192
C12TFF,C12TFF,362850915
SUVLEX,C12TFF,791548998
V2KEV2,US1UE9,274454658
SUVLEX,SUVLEX,312459026
US1UE9,T8L226,427410961
PFUZ77,SUVLEX,569880437
SY7G6T,V2KEV2,35861568
YGCYGY,YGCYGY,118496480
PFUZ77,YGCYGY,730362665
SUVLEX,C12TFF,200687227
YGCYGY,YGCYGY,383150566
VUI3Y2,T8L226,45931275
SY7G6T,FUJBQQ,472120753
T8L226,V2KEV2,16549252
C12TFF,US1UE9,274198161
C12TFF,PFUZ77,712329680
SY7G6T,PFUZ77,669289991
US1UE9,SY7G6T,931917499
SUVLEX,SUVLEX,360521419
V2KEV2,PFUZ77,930655868
FUJBQQ,VUI3Y2,226562848
SY7G6T,US1UE9,74330705
T8L226,VUI3Y2,504724317
SY7G6T,VUI3Y2,671497693
YGCYGY,US1UE9,688246154
US1UE9,T8L226,197117073
SUVLEX,PFUZ77,601962703
C12TFF,V2KEV2,749179809
SUVLEX,SUVLEX,989280926
V2KEV2,FUJBQQ,104721878
VUI3Y2,V2KEV2,87588148
C12TFF,FUJBQQ,351354104
YGCYGY,SUVLEX,886547609
US1UE9,T8L226,110859548
SY7G6T,C12TFF,748126946
V2KEV2,PFUZ77,755229154
PFUZ77,V2KEV2,177475447
T8L226,YGCYGY,452707702
US1UE9,SY7G6T,758903093
C12TFF,PFUZ77,695742040
PFUZ77,FUJBQQ,593962212
FUJBQQ,VUI3Y2,157079973
T8L226,SY7G6T,204110144
PFUZ77,VUI3Y2,916869668
PFUZ77,FUJBQQ,478878393
YGCYGY,C12TFF,214596894
PFUZ77,US1UE9,610498347
C12TFF,SUVLEX,28793382
SY7G6T,T8L226,207185435
YGCYGY,SUVLEX,229391067
SUVLEX,FUJBQQ,523578356
PFUZ77,YGCYGY,445191031
V2KEV2,SUVLEX,651690074
YGCYGY,V2KEV2,843520204
V2KEV2,PFUZ77,150623283
SUVLEX,US1UE9,292874110
C12TFF,US1UE9,194713371
YGCYGY,VUI3Y2,68078966
YGCYGY,VUI3Y2,633498505
SUVLEX,T8L226,626455975
SUVLEX,YGCYGY,357796129
T8L226,YGCYGY,762676731
VUI3Y2,PFUZ77,313204937
FUJBQQ,VUI3Y2,111330917
US1UE9,YGCYGY,780404365
V2KEV2,VUI3Y2,17634386
SY7G6T,C12TFF,625086258
SUVLEX,FUJBQQ,991780158
C12TFF,YGCYGY,676205682
VUI3Y2,VUI3Y2,506195603
SUVLEX,SUVLEX,170535640
YGCYGY,US1UE9,261057546
YGCYGY,SY7G6T,253200754
PFUZ77,V2KEV2,706895917
T8L226,C12TFF,743329410
YGCYGY,VUI3Y2,492732454
PFUZ77,T8L226,239131382
SY7G6T,SUVLEX,141805945
V2KEV2,YGCYGY,412801792
VUI3Y2,SUVLEX,251343845
SUVLEX,V2KEV2,55707893
C12TFF,YGCYGY,988841289
C12TFF,V2KEV2,282683781
FUJBQQ,C12TFF,72100628
C12TFF,C12TFF,669702955
V2KEV2,VUI3Y2,376155734
YGCYGY,T8L226,541323397
FUJBQQ,SY7G6T,57480392
T8L226,V2KEV2,93146595
VUI3Y2,YGCYGY,753552852
PFUZ77,SY7G6T,37251564
C12TFF,SUVLEX,507005698
V2KEV2,VUI3Y2,404427433
C12TFF,T8L226,617149398
PFUZ77,SY7G6T,530110452
SY7G6T,SY7G6T,751812050
PFUZ77,T8L226,699239758
C12TFF,V2KEV2,962125350
V2KEV2,US1UE9,518545963
FUJBQQ,YGCYGY,629367582
YGCYGY,PFUZ77,943117740
C12TFF,T8L226,524836624
C12TFF,US1UE9,351132624
FUJBQQ,YGCYGY,788227150
C12TFF,V2KEV2,589808693
FUJBQQ,SUVLEX,545819896
SUVLEX,US1UE9,390278873
V2KEV2,PFUZ77,682210708
PFUZ77,SUVLEX,314712675
SY7G6T,T8L226,752571696
PFUZ77,SUVLEX,195524446
SY7G6T,VUI3Y2,483125311
YGCYGY,T8L226,765052687
C12TFF,PFUZ77,421173896
YGCYGY,US1UE9,67938003
V2KEV2,SY7G6T,404175017
YGCYGY,VUI3Y2,79989815
T8L226,T8L226,334932456
PFUZ77,YGCYGY,699188522
VUI3Y2,SY7G6T,848969251
V2KEV2,VUI3Y2,662507949
VUI3Y2,YGCYGY,734592647
SUVLEX,YGCYGY,111479694
US1UE9,SY7G6T,25048338
FUJBQQ,C12TFF,564034891
FUJBQQ,SUVLEX,426251341
V2KEV2,T8L226,793413853
SY7G6T,SUVLEX,680204243
SY7G6T,C12TFF,541275157
PFUZ77,SY7G6T,208576841
PFUZ77,C12TFF,150740116
C12TFF,PFUZ77,803943907
SUVLEX,SY7G6T,266639567
SY7G6T,T8L226,123345914
C12TFF,C12TFF,671125593
T8L226,SUVLEX,926090607
YGCYGY,C12TFF,961671784
US1UE9,SUVLEX,35543806
US1UE9,SUVLEX,446904844
T8L226,SUVLEX,485837787
SY7G6T,FUJBQQ,770041871
V2KEV2,FUJBQQ,333897435
C12TFF,US1UE9,818881037
V2KEV2,T8L226,705719801
YGCYGY,SY7G6T,984730369
VUI3Y2,YGCYGY,162763913
SY7G6T,US1UE9,609827411
PFUZ77,FUJBQQ,116211394
FUJBQQ,US1UE9,293304808
V2KEV2,T8L226,14342358
VUI3Y2,US1UE9,868620392
VUI3Y2,C12TFF,311583160
VUI3Y2,V2KEV2,741458227
C12TFF,V2KEV2,838478565
VUI3Y2,T8L226,595725729
C12TFF,YGCYGY,576116825
PFUZ77,C12TFF,63600914
PFUZ77,VUI3Y2,269608159
US1UE9,C12TFF,649159875
YGCYGY,FUJBQQ,82224422
SUVLEX,V2KEV2,365698998
US1UE9,SUVLEX,92475723
T8L226,SUVLEX,946014484
SY7G6T,US1UE9,803932371
YGCYGY,T8L226,177364418
SUVLEX,V2KEV2,32035426
FUJBQQ,FUJBQQ,535536472
PFUZ77,C12TFF,842543741
VUI3Y2,US1UE9,901271129
US1UE9,SY7G6T,832638044
PFUZ77,SUVLEX,906421242
T8L226,V2KEV2,739536858
T8L226,SUVLEX,950037335
YGCYGY,US1UE9,710692216
FUJBQQ,SUVLEX,440495221
T8L226,PFUZ77,578813397
C12TFF,C12TFF,628328699
FUJBQQ,PFUZ77,528672801
YGCYGY,V2KEV2,516777771
C12TFF,T8L226,459748865
SY7G6T,T8L226,965433382
PFUZ77,T8L226,458861806
V2KEV2,C12TFF,449566544
FUJBQQ,V2KEV2,467596833
US1UE9,V2KEV2,200750946
FUJBQQ,PFUZ77,52933730
SY7G6T,VUI3Y2,684752023
V2KEV2,PFUZ77,720950613
SUVLEX,SUVLEX,319316338
SUVLEX,FUJBQQ,210163051
YGCYGY,T8L226,924599398
YGCYGY,FUJBQQ,939632338
T8L226,SY7G6T,359461421
PFUZ77,YGCYGY,471198675
FUJBQQ,FUJBQQ,370926925
V2KEV2,SUVLEX,632320532
US1UE9,VUI3Y2,88274880
SY7G6T,T8L226,243502203
C12TFF,SY7G6T,738250076
VUI3Y2,VUI3Y2,41669639
YGCYGY,VUI3Y2,27355257
C12TFF,V2KEV2,916500613
C12TFF,PFUZ77,969687194
PFUZ77,T8L226,618239704
V2KEV2,T8L226,990357621
VUI3Y2,SY7G6T,382614603
T8L226,FUJBQQ,640263101
SY7G6T,C12TFF,562198566
SUVLEX,V2KEV2,486897908
SUVLEX,YGCYGY,975971811
VUI3Y2,SUVLEX,477275636
C12TFF,YGCYGY,213168902
VUI3Y2,C12TFF,863903734
VUI3Y2,SY7G6T,176087551
PFUZ77,FUJBQQ,640763455
SUVLEX,YGCYGY,347237251
YGCYGY,C12TFF,574409305
SUVLEX,V2KEV2,471820822
V2KEV2,PFUZ77,41332266
T8L226,SUVLEX,401153461
SY7G6T,US1UE9,846951770
VUI3Y2,PFUZ77,414313782
SY7G6T,C12TFF,208372919
SUVLEX,V2KEV2,872518505
FUJBQQ,SY7G6T,34150891
SY7G6T,VUI3Y2,791967347
V2KEV2,C12TFF,168852858
V2KEV2,T8L226,856216695
FUJBQQ,US1UE9,230491650
T8L226,C12TFF,10668298
SY7G6T,SY7G6T,885675499
FUJBQQ,FUJBQQ,639675371
YGCYGY,SUVLEX,490659024
SY7G6T,VUI3Y2,278997049
FUJBQQ,C12TFF,970080770
V2KEV2,V2KEV2,716041085
SUVLEX,FUJBQQ,475568228
US1UE9,YGCYGY,508691771
V2KEV2,US1UE9,519681177
C12TFF,T8L226,661634895
FUJBQQ,PFUZ77,909844287
SY7G6T,PFUZ77,247306966
PFUZ77,FUJBQQ,18498033
SY7G6T,PFUZ77,73504153
C12TFF,C12TFF,82747217
C12TFF,PFUZ77,783630213
SUVLEX,SY7G6T,725781435
US1UE9,V2KEV2,791098636
SUVLEX,V2KEV2,543475606
US1UE9,PFUZ77,515731819
SUVLEX,C12TFF,934061372
YGCYGY,US1UE9,372294613
PFUZ77,C12TFF,347642470
VUI3Y2,T8L226,264232386
YGCYGY,VUI3Y2,832923782
US1UE9,US1UE9,465826994
VUI3Y2,T8L226,114251637
SY7G6T,V2KEV2,469817149
T8L226,YGCYGY,923280444
T8L226,PFUZ77,874634177
V2KEV2,SUVLEX,707355457
C12TFF,SY7G6T,421427296
V2KEV2,C12TFF,894507889
SUVLEX,PFUZ77,173081547
V2KEV2,T8L226,941571439
SUVLEX,FUJBQQ,682957399
PFUZ77,C12TFF,299992396
SUVLEX,SY7G6T,512064456
T8L226,T8L226,177367287
FUJBQQ,SY7G6T,176364197
T8L226,FUJBQQ,905951266
PFUZ77,T8L226,503193063
VUI3Y2,V2KEV2,415759985
C12TFF,V2KEV2,463005544
VUI3Y2,VUI3Y2,291540725
SY7G6T,FUJBQQ,280819705
SY7G6T,PFUZ77,801238120
SY7G6T,C12TFF,572456828
PFUZ77,T8L226,829930920
SY7G6T,PFUZ77,616746836
C12TFF,VUI3Y2,922267234
VUI3Y2,C12TFF,577370748
V2KEV2,C12TFF,625968245
V2KEV2,PFUZ77,557794732
VUI3Y2,T8L226,3312437
FUJBQQ,V2KEV2,751581152
SY7G6T,SUVLEX,985018408
T8L226,FUJBQQ,407247166
SUVLEX,V2KEV2,789110499
T8L226,VUI3Y2,869363698
PFUZ77,C12TFF,636697214
US1UE9,T8L226,716092245
US1UE9,VUI3Y2,122032991
YGCYGY,SY7G6T,92365168
SUVLEX,T8L226,122164255
SY7G6T,T8L226,389594099
FUJBQQ,C12TFF,781521212
SUVLEX,C12TFF,343335174
FUJBQQ,C12TFF,589899942
VUI3Y2,YGCYGY,494268136
V2KEV2,YGCYGY,354721411
US1UE9,YGCYGY,45616260
SUVLEX,T8L226,303311592
T8L226,VUI3Y2,320631084
YGCYGY,V2KEV2,317040811
SUVLEX,VUI3Y2,907303051
US1UE9,YGCYGY,100561317
SUVLEX,SUVLEX,423846253
SY7G6T,SUVLEX,42474930
T8L226,SUVLEX,577774993
SY7G6T,YGCYGY,739666691
SUVLEX,C12TFF,382622914
VUI3Y2,SY7G6T,282396378
YGCYGY,V2KEV2,789599159
FUJBQQ,FUJBQQ,632540509
V2KEV2,YGCYGY,846231988
US1UE9,VUI3Y2,459945462
FUJBQQ,SY7G6T,808460898
VUI3Y2,C12TFF,284455906
T8L226,SUVLEX,789507305
SY7G6T,SY7G6T,361146328
SY7G6T,V2KEV2,517545232
US1UE9,VUI3Y2,698207462
SUVLEX,T8L226,856561268
FUJBQQ,PFUZ77,281558069
PFUZ77,T8L226,898841302
SY7G6T,C12TFF,189937309
C12TFF,US1UE9,889134644
YGCYGY,C12TFF,595109602
T8L226,FUJBQQ,689088486
FUJBQQ,YGCYGY,524185576
SUVLEX,FUJBQQ,268298360
VUI3Y2,PFUZ77,539977003
US1UE9,US1UE9,668562550
VUI3Y2,C12TFF,643200434
C12TFF,FUJBQQ,690259137
YGCYGY,SUVLEX,539460891
SY7G6T,V2KEV2,101772570
V2KEV2,VUI3Y2,907652053
C12TFF,YGCYGY,313402574
US1UE9,V2KEV2,661421962
SY7G6T,PFUZ77,593381365
YGCYGY,V2KEV2,402630468
SY7G6T,V2KEV2,803991267
C12TFF,FUJBQQ,631150289
VUI3Y2,PFUZ77,442584650
YGCYGY,T8L226,239019626
US1UE9,V2KEV2,597219895
US1UE9,PFUZ77,449715914
FUJBQQ,PFUZ77,482808142
PFUZ77,FUJBQQ,596676551
US1UE9,VUI3Y2,858335489
US1UE9,V2KEV2,654885090
YGCYGY,PFUZ77,391305146
SUVLEX,YGCYGY,615666816
V2KEV2,SY7G6T,287510036
FUJBQQ,VUI3Y2,895307270
PFUZ77,T8L226,145792832
YGCYGY,C12TFF,172740468
YGCYGY,SY7G6T,422330730
SY7G6T,US1UE9,693200504
SY7G6T,SUVLEX,660892324
V2KEV2,VUI3Y2,432756749
SUVLEX,V2KEV2,594865271
VUI3Y2,FUJBQQ,310329431
US1UE9,VUI3Y2,532811086
YGCYGY,V2KEV2,50609115
T8L226,SY7G6T,604852238
FUJBQQ,V2KEV2,227787277
C12TFF,YGCYGY,870939207
FUJBQQ,T8L226,553458926
US1UE9,SY7G6T,443285892
US1UE9,YGCYGY,246698891
V2KEV2,FUJBQQ,368487370
PFUZ77,SY7G6T,753063721
V2KEV2,T8L226,915491555
VUI3Y2,US1UE9,605329375
T8L226,PFUZ77,582340422
SUVLEX,V2KEV2,492213970
V2KEV2,SUVLEX,166151943
US1UE9,C12TFF,857854351
PFUZ77,SY7G6T,315701493
US1UE9,US1UE9,393423952
V2KEV2,T8L226,45659897
V2KEV2,T8L226,914774680
US1UE9,V2KEV2,244223218
